wkt_geom,COMPKEY,COMPTYPE,SEGKEY,UNITID,UNITTYPE,UNITDESC,OWNERSHIP,CONDITION,CONDITION_,CURRENT_ST,CURRENT__1,LAST_VERIF,PLANTED_DA,BOTANICAL_,SCIENTIFIC,HERITAGE,EXCEPTIONA,CODEREQ,GSI,GREEN_FACT,WIRES,CABLED,CLEARANCE_,SPACETYPE,SITETYPE,GROWSPACE,DIAM,CONDITION1,FUNDING_SO,WATER_THRO,WATER_TH_1,WATER_TH_2,OWNERDIAM,EXPDATE,COMMON_NAM,TREEHEIGHT,ASBUILTPLA,LANDSCAPEA,COMMENTS,PRIMARYDIS,SECONDARYD,OVERRIDEYN,OVERRIDECO,SHAPE_LNG,SHAPE_LAT,IRRIGATESY,ASSETGROUP,ASSETGRO_1,MODDATE,MODBY,TOTAL_RANK,TOTAL_COUN,GENUS
MultiPoint ((-122.37139999899994791 47.57710300000007919)),349922,36,287002,TRE-1032972,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3714,47.577103,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37129087999994681 47.57576549900005602)),259790,36,10821,TRE-92078,TRE,3215 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,2,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3712909,47.5757655,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37244036099997402 47.57983284300007654)),259761,36,287002,TRE-92049,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,Y,GRASS,MEDN,8,7,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3724404,47.57983284,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37239999999997053 47.57928800000007641)),349959,36,287002,TRE-1033009,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3724,47.579288,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37229999899994937 47.5789550000000645)),349953,36,287002,TRE-1033003,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,6,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3723,47.578955,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37256358199994111 47.57865484000006973)),259741,36,10820,TRE-92029,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,3,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3725636,47.57865484,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36198178999995889 47.57068237900006125)),342926,36,9658,TRE-500971,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,12,4,SDOT,0,0,0,SDOT2,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3619818,47.57068238,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.37249999999994543 47.57967100000007576)),350385,36,10820,TRE-1033468,TRE,200 2ND AV NW,SDOT,,,INSVC,,12/31/07,,SERVIC,Amelanchier arborea,N,N,N,N,N,N,N,Y,,STRP,10,3,4,SDOT,0,0,0,SDOT1,,Serviceberry,0,,1,,DISTRICT1,,N,,-122.3725,47.579671,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,13,2860,Amelanchier
MultiPoint ((-122.37184068999994224 47.57736763900004462)),259782,36,10820,TRE-92070,TRE,3001 HARBOR AVE S,SDOT,,,INSVC,,12/31/08,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,,1,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3718407,47.57736764,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37249999999994543 47.58058300000004692)),349973,36,287002,TRE-1033023,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,20,8,3,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3725,47.580583,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37083529699998508 47.57200135800007956)),259826,36,10821,TRE-92114,TRE,3425 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,GRASS,STRP,6,3,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3708353,47.57200136,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3725000009999917 47.57857300000006262)),350173,36,10820,TRE-1033224,TRE,3231 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3725,47.578573,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3716279499999473 47.57729922400005762)),259752,36,287002,TRE-92040,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,Y,GRASS,MEDN,8,7,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.371628,47.57729922,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37091863899996724 47.57249105500005726)),259831,36,10821,TRE-92119,TRE,3411 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,3,3,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3709186,47.57249105,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37147662799998216 47.57656640500005096)),259797,36,10821,TRE-92085,TRE,3043 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3714766,47.5765664,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37197999899996148 47.57761000000004969)),350171,36,10820,TRE-1033222,TRE,2785 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPRSU,Acer rubrum Red Sunset (R),N,N,N,N,N,Y,N,Y,,STRP,4,5,4,SDOT,0,0,0,SDOT1,,Red Sunset Red Maple,0,,1,,DISTRICT1,,N,,-122.37198,47.57761,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37132806299996446 47.57592677600007391)),259792,36,10821,TRE-92080,TRE,3215 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,3,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3713281,47.57592678,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37102763199999345 47.57426093900005526)),259822,36,10821,TRE-92110,TRE,3241 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,3,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3710276,47.57426094,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37105929899996681 47.57451003600004924)),259820,36,10821,TRE-92108,TRE,3241 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,3,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3710593,47.57451004,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37106140399998822 47.57458130000003393)),259819,36,10821,TRE-92107,TRE,3241 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRATE,PIT,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3710614,47.5745813,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37163986299998442 47.57701663300002792)),259786,36,10820,TRE-92074,TRE,3011 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3716399,47.57701663,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37265107999996872 47.57887302000006002)),259727,36,10820,TRE-92015,TRE,2625 HARBOR AVE S,SDOT,,,INSVC,,12/31/08,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,,1,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3726511,47.57887302,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37240000099995996 47.57886900000005426)),349950,36,287002,TRE-1033000,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3724,47.578869,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37229999899994937 47.57991200000003573)),349965,36,287002,TRE-1033015,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3723,47.579912,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.372099999999989 47.57834800000006226)),349943,36,287002,TRE-1032993,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3721,47.578348,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37089999899995973 47.57515200000005962)),349895,36,287002,TRE-1032945,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3709,47.575152,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37092623999996022 47.5730229080000413)),259836,36,10821,TRE-92124,TRE,3319 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3709262,47.57302291,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37109999899996637 47.57618799900006934)),349913,36,287002,TRE-1032963,TRE,3100 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,CHERRY,Prunus sp.,N,N,N,N,N,N,N,N,,STRP,20,4,5,SDOT,0,0,0,SDOT1,,Cherry/Plum/Laurel,0,,1,,DISTRICT1,,N,,-122.3711,47.576188,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,2,25566,Prunus
MultiPoint ((-122.3709999999999809 47.57583200100003751)),349905,36,287002,TRE-1032955,TRE,3100 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,CHERRY,Prunus sp.,N,N,N,N,N,N,N,N,,STRP,20,5,5,SDOT,0,0,0,SDOT1,,Cherry/Plum/Laurel,0,,1,,DISTRICT1,,N,,-122.371,47.575832,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,2,25566,Prunus
MultiPoint ((-122.37264006799995286 47.57959706700006564)),259733,36,10820,TRE-92021,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,2,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3726401,47.57959707,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37123401599995987 47.57548658100006378)),259804,36,10821,TRE-92092,TRE,3217 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.371234,47.57548658,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37100940299995955 47.57432973600003834)),259823,36,10821,TRE-92111,TRE,3241 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3710094,47.57432974,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37089999999994916 47.57494600000006812)),349892,36,287002,TRE-1032942,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3709,47.574946,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36313859799997772 47.57132980000005773)),342908,36,22839,TRE-500953,TRE,,SDOT,,,INSVC,,,,POPASP,Populus tremuloides,N,N,N,N,N,N,N,N,OTHER,,20,3,3,SDOT,0,0,0,SDOT1,,Quaking Aspen,0,,1,,DISTRICT1,,N,,-122.3631386,47.5713298,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,35,595,Populus
MultiPoint ((-122.37269999899996265 47.58110100100003592)),349981,36,287002,TRE-1033031,TRE,2400 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPRED,Acer rubrum,N,N,N,N,N,N,N,N,,STRP,5,6,5,SDOT,0,0,0,SDOT1,,Red Maple,0,,1,,DISTRICT1,,N,,-122.3727,47.581101,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37160535099997105 47.5769458060000261)),259787,36,10820,TRE-92075,TRE,3017 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,4,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3716054,47.5769458,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37235000099997251 47.57848000000007005)),349946,36,10820,TRE-1032996,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,2,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37235,47.57848,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37179999999995061 47.57765100000005987)),349931,36,287002,TRE-1032981,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3718,47.577651,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37129999999996244 47.57684800000004088)),349919,36,287002,TRE-1032969,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3713,47.576848,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37159999999994398 47.57756900000003952)),349929,36,287002,TRE-1032979,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3716,47.577569,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37249999999994543 47.58048900000005688)),349972,36,287002,TRE-1033022,TRE,2600 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,20,6,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3725,47.580489,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37233999999995149 47.5784600000000637)),349945,36,10820,TRE-1032995,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37234,47.57846,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37260969099997965 47.58021443700005193)),259739,36,10820,TRE-92027,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,GRASS,STRP,10,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3726097,47.58021444,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37208999899996797 47.57788000000005013)),350167,36,10820,TRE-1033218,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAGSPU,Magnolia sp.,N,N,N,N,N,Y,N,Y,,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Magnolia,0,,1,,DISTRICT1,,N,,-122.37209,47.57788,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,14,1816,Magnolia
MultiPoint ((-122.37140833899997006 47.57631231800007754)),259800,36,10821,TRE-92088,TRE,3043 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,4/1/00,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,N,GRASS,STRP,4,2,4,SDOT,0,2001,2002,SDOT1,,Pacific Sunset Maple,0,,1,"MultiTrunk= , TrunkLean=0, BrnDefect=N, TrnDefect=0, RootProb=0",DISTRICT1,,N,,-122.3714083,47.57631232,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3720599999999763 47.57780000000008158)),350168,36,10820,TRE-1033219,TRE,2627 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,Y,N,Y,,STRP,4,4,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37206,47.5778,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36213194499998735 47.5704935700000533)),342918,36,9958,TRE-500963,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,21,4,SDOT,0,0,0,SDOT2,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3621319,47.57049357,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.36201571099996954 47.57063243100003547)),342924,36,9658,TRE-500969,TRE,,SDOT,,,INSVC,,,,SEQOIA,Sequoiadendron giganteum,N,N,N,N,N,N,N,N,OTHER,,99,17,4,SDOT,0,0,0,SDOT2,,Giant Sequoia,0,,1,,DISTRICT1,,N,,-122.3620157,47.57063243,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,64,75,Sequoiadendron
MultiPoint ((-122.3620663079999531 47.57042740000002823)),342916,36,9958,TRE-500961,TRE,,SDOT,,,INSVC,,,,APPLE,Malus x domestica,N,N,N,N,N,N,N,N,OTHER,,99,3,4,SDOT,0,0,0,SDOT1,,Orchard (Common) Apple,0,,1,,DISTRICT1,,N,,-122.3620663,47.5704274,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,4,7118,Malus
MultiPoint ((-122.37210000099997842 47.57835199900006273)),349942,36,287002,TRE-1032992,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3721,47.578352,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.3709999999999809 47.57556600000003755)),349901,36,287002,TRE-1032951,TRE,3200 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,5,4,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.371,47.575566,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.37219999899997447 47.57857200000006515)),349947,36,287002,TRE-1032997,TRE,2800 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,6,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.3722,47.578572,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
MultiPoint ((-122.36299080099996672 47.57133047300004591)),342909,36,22838,TRE-500954,TRE,,SDOT,,,INSVC,,,,POPASP,Populus tremuloides,N,N,N,N,N,N,N,N,OTHER,,20,6,2,SDOT,0,0,0,SDOT1,,Quaking Aspen,0,,1,,DISTRICT1,,N,,-122.3629908,47.57133047,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,35,595,Populus
MultiPoint ((-122.37100000099997033 47.57609300000007124)),349908,36,287002,TRE-1032958,TRE,3100 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,CHERRY,Prunus sp.,N,N,N,N,N,N,N,N,,STRP,20,7,5,SDOT,0,0,0,SDOT1,,Cherry/Plum/Laurel,0,,1,,DISTRICT1,,N,,-122.371,47.576093,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,2,25566,Prunus
MultiPoint ((-122.37165999999996302 47.57731999900005349)),349927,36,10820,TRE-1032977,TRE,3000 HARBOR AVE S,SDOT,,,INSVC,,12/31/07,,MAPPSU,Acer truncatum x A platanoides,N,N,N,N,N,N,N,N,,STRP,5,4,5,SDOT,0,0,0,SDOT1,,Pacific Sunset Maple,0,,1,,DISTRICT1,,N,,-122.37166,47.57732,N,,,6/16/10,CB634 SEGMENT ENHANCEMENT,1,29524,Acer
